school_ID,age_yrs,sex,weigth,height,BMI,cran_vol,head_circumference,birth_weight,birth_heigth,birth_head_circumference,M_birth_age,mothers_nationality,mothers_height,mothers_weight,dads_nationality,dads_height,N_sibs,birth_order,cohab_3,2_providers_OK,Two_providers,cohabitance,n_providers,two_paretnal_figures,parents_together,two_parents,parents_alive,dads_education,Feduc_3,Feduc_1,mothers_edu,Meduc_3,Max_edu_3,family_income,personal_estimate_of_resources,Resources_reported,enough_food,lacking_meat,lacking_fruit,lacking_milk_meat,lacking_vegs,estimate_of_educational_success,grades,smoking,alcohol,Mo-smokes,dad_smokes,engages_in_sport,Oma_toas_inimesi,Laste_arv_peres...150,underage_children,people_in_dwelling,height_rzs,BMI_rzs,cran_vol_rzs,head_circ_rzs
1,14.084932,1,52.15,160.6,20.219166,1238.519,55.3,4450,51,NA,22.9,1,163,75,1,176,1,2,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,3,1,2,1,0,1,0,3,NA,0,0,0,0,0,2,NA,2,4,-0.67543138342585,0.71756749791602,-0.390145199536102,-0.0638234050030088
1,16.123288,1,46.1,172.7,15.456681,1227.098,55.9,NA,NA,NA,NA,1,175,102,1,176,1,2,1,1,1,0,2,0,0,0,3,2,1,1,2,1,1,5,3,1,3,0,0,0,0,3,3,1,1,1,0,0,4,NA,3,5,-0.325423547395252,-1.84065393925761,-1.14707876065412,-0.334424338362288
1,11.643836,2,35.05,147.7,16.066713,1093.686,54.3,4200,51,NA,29,1,165,58,1,186,2,3,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,3,1,2,1,0,1,0,4,5,0,0,1,3,1,1,NA,2,4,-0.0879082287798675,-0.39986009228876,0.163992628607835,0.566294243560252
1,14.649315,2,61.15,165.4,22.352466,1196.19,56.5,3650,51,NA,24.3,1,160,100,1,178,5,3,2,1,1,1,2,1,1,1,1,3,2,0,6,3,3,5,2,1,2,1,0,1,0,3,3,1,2,0,3,0,3,NA,5,8,0.184000860468907,1.0352869476782,0.419984866275868,0.658522534325902
2,14.10137,2,74,174,24.441802,1264.188,59.2,4300,53,NA,37.9,1,162,63,1,180,0,NA,2,1,1,1,2,1,NA,0,1,2,1,1,4,2,2,5,3,1,1,0,1,0,0,3,3,0.5,1.5,0,0,0,2,NA,1,4,1.71645750187311,1.98108212444806,1.31023686477549,2.42358746866776
2,14.432877,2,45.5,164.6,16.793907,1153.812,54.5,3530,51,NA,20.9,1,160,60,1,178,2,2,1,1,1,0,2,1,0,0,1,2,1,1,2,1,1,5,3,1,2,0,0,0,0,4,3,0,0,0,4,0,2,NA,3,5,0.130513598848062,-1.09199198746836,-0.120883683686486,-0.599001396538831
2,14.460274,2,62.6,177.7,19.824374,1197.168,57,3020,50,NA,27.2,1,173,89,1,186,0,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,3,1,3,0,0,0,0,4,4,0,1,0,3,1,1,NA,1,3,2.14387767684463,0.0842950867324035,0.433613280207153,0.980297363300181
2,14.487671,1,55,171.2,18.765285,1110.231,53.6,3300,48,NA,27.1,1,168,62,1,175,2,1,1,1,1,0,2,1,0,0,1,4,2,0,3,2,2,5,3,1,3,0,0,0,0,3,3,0,1,1,3,0,2,NA,3,5,0.319117230038312,-0.0631457471227549,-2.16474272773596,-1.35871356493934
2,14.479452,1,54.7,172.8,18.318919,1370.399,57.9,4200,50,NA,22.7,1,158,53,1,178,2,2,0,0,0,0,1,0,0,0,1,4,2,0,3,2,2,5,3,1,2,0,0,0,0,3,1,0,0,0,0,0,3,NA,3,4,0.550975745097677,-0.231711629499886,1.07504309317451,1.34108538791728
3,13.830137,2,35.25,151,15.459848,1099.602,53.8,3000,47,NA,20.6,1,169,60,1,174,1,2,2,1,1,1,2,1,1,1,1,4,2,0,3,2,2,5,3,1,3,0,0,0,0,3,3,0,0,1,3,0,2,NA,2,4,-1.69830882831208,-1.42958633534188,-0.766904482451306,-0.916574899375042
3,12.690411,2,55.55,168.1,19.658421,1154.79,55.3,4450,55,NA,30,1,167,78,1,185,2,3,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,3,1,3,0,0,0,0,4,5,0,0,0,1,0,2,NA,2,7,1.71348864913506,0.556610565746456,0.257848481988046,0.473253651162089
3,12.578082,2,35.15,155.5,14.536657,935.994,51.3,3500,52,NA,19,1,176,60,1,184,1,1,1,1,1,0,2,1,0,0,1,4,2,0,3,2,2,5,2,1,2,0,1,0,0,4,4,1,1,1,0,1,2,NA,2,6,-0.133309168013476,-1.40440970177759,-2.4907790525474,-2.00031000901364
3,12.70411,2,37.35,149.4,16.733601,1040.466,53.2,NA,NA,NA,24.2,1,NA,NA,1,NA,0,1,1,1,1,0,2,1,0,0,1,NA,NA,NA,6,3,3,5,4,1,4,0,0,0,0,4,5,0,1,0,4,0,1,NA,1,3,-1.18604124756557,-0.588701546516292,-1.21197683440691,-0.861766711227275
3,12.668493,2,48,164,17.84652,1134.096,54.8,4100,53,31,29.2,1,170,62,1,NA,2,2,0,0,0,0,1,0,0,0,1,5,3,0,6,3,3,5,2,1,1,0,1,0,0,4,5,0,0,0,4,1,1,NA,3,4,1.09907732098772,-0.143193688229282,0.00302509311240636,0.167921076469171
4,12.764384,2,45.15,153.7,19.112171,1064.118,54,3200,48,NA,24.7,1,172,66,1,170,1,2,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,4,1,2,0,0,0,0,3,3,1,3,0,0,0,1,NA,2,4,-0.572313618571164,0.320445344573047,-0.936579974055752,-0.385589146996361
4,13.216438,2,48.85,156.2,20.021772,1121.286,54.8,2200,44,NA,16.6,1,162,58,1,167,2,1,1,1,1,0,2,1,0,0,1,3,2,0,3,2,2,5,3,1,2,0,0,0,0,4,4,1,1,0,3,0,2,NA,3,5,-0.527309173977886,0.546847191382467,-0.376577137317978,-0.0797934990488882
4,12.345205,2,52.1,168.1,18.437511,1094.676,53.7,4200,50,NA,25.6,1,160,64,1,NA,1,2,0,0,0,0,1,0,0,0,3,NA,NA,NA,6,3,3,5,3,1,3,0,0,0,0,4,5,0,0,0,NA,0,1,NA,2,3,2.05133985711306,0.203595321513298,-0.341407361642487,-0.355331663463552
4,12.764384,2,49.85,152.8,21.351011,1304.598,58.3,4000,NA,NA,26.1,1,150,60,1,170,1,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,3,1,3,0,1,0,0,3,3,0,0,0,0,0,2,NA,2,4,-0.711303505824832,1.19381252043139,2.14196205275098,2.33407910449842
5,13.50137,2,45.1,154.6,18.869377,NA,55,3500,51,NA,23,1,159,60,NA,175,1,2,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,3,1,3,0,1,0,0,NA,5,0,NA,0,4,1,1,2,NA,4,-0.953676616347616,0.0146501263509125,NA,-0.0518662756837596
5,13.421918,2,44.4,154.8,18.528534,NA,53.5,3760,50,36,28.7,1,164,50,1,185,0,1,0,0,0,0,1,0,0,0,1,6,3,0,5,3,3,5,3,1,3,0,0,0,0,NA,4,0,NA,0,3,1,1,1,NA,3,-0.874733268043323,-0.0938569331100227,NA,-0.9743262777502
5,13.386301,2,42,160.9,16.223225,1081.866,52.5,3250,51,NA,19.4,1,172,67,1,174,1,1,2,1,1,1,2,1,1,1,1,5,3,0,4,2,3,5,NA,0,4,0,0,0,0,NA,4,0,1,1,0,0,1,2,NA,4,0.0891952786999793,-0.982697487815141,-0.923119248602251,-1.59488433761799
5,12.860274,2,55.35,163.2,20.78152,1257.294,56.5,3200,49,40,31.7,1,156,60,1,175,1,3,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,5,4,1,4,0,0,0,0,NA,4,0,1,1,3,0,1,4,NA,4,0.817021246562285,0.943152011533359,1.49417724232138,1.14913321529842
5,13.186301,1,40.3,159,15.940825,1144.494,54.5,3000,49,35,31.8,1,168,72,1,173,1,2,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,5,4,1,3,0,1,0,0,NA,3,1,NA,0,0,1,1,2,NA,6,0.0309635032100925,-0.768451158326048,-1.31302942416613,-0.277604634941916
5,13.435616,2,40.2,154.6,16.819267,1140.012,54.2,4100,50,37,28.2,1,163,60,1,164,1,1,1,1,1,0,2,1,0,0,1,4,2,0,6,3,3,5,4,1,3,0,0,0,0,NA,4,0,0,0,0,0,2,2,NA,4,-0.913974973030281,-0.764738772330862,-0.188785812035712,-0.536145092168869
5,13.438356,1,49.65,171.3,16.920162,1314.8385,56.8,4500,51,NA,31.3,3,160,59,1,182,3,2,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,5,3,1,2,0,1,0,0,NA,4,1,0,0,0,1,2,4,NA,6,1.51534055300074,-0.409808988420515,0.743183727190011,1.10514230578568
5,13.4,1,51.7,160.2,20.144919,1276.877,54.7,3850,51,36,27.1,1,168,68,1,186,0,1,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,5,4,1,4,0,0,0,0,NA,4,1,1,1,3,1,1,1,NA,2,0.00478004936661404,0.847026061807355,0.279991840210666,-0.202069798088438
5,12.821918,1,41.75,152.2,18.023004,1210.937,52.6,3200,52,NA,21.9,1,172,55,1,180,1,1,2,1,1,1,2,1,1,1,1,6,3,0,4,2,3,5,3,1,2,0,0,0,0,NA,4.5,1,1,0,0,0,1,2,NA,4,-0.613479393915447,0.0447139708604527,-0.397055597885753,-1.38716705040591
5,13.60274,2,53.1,165,19.504132,1248.432,56.3,3260,58,35,19.9,1,162,52,1,183,1,1,2,1,1,1,2,1,1,1,1,4,2,0,3,2,2,5,3,1,3,0,1,0,0,NA,5,0,0,0,0,1,2,2,NA,4,0.592359254914422,0.228670577559652,1.17001563520383,0.737215038168768
5,13.158904,2,49.45,159.4,19.462098,1217.874,56.5,4700,52,37,21.1,1,159,54,1,175,1,1,2,1,1,1,2,1,1,1,1,6,3,0,4,2,3,5,3,1,2,0,1,0,0,NA,5,0,0,0,2,0,1,2,NA,4,0.00611858723266922,0.344410844549095,0.877149198139776,1.01772211170109
5,13.550685,1,40.7,154.3,17.094742,1234.856,53.9,3300,49,NA,21.2,1,158,53,1,180,2,2,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,3,1,0,0,0,0,0,NA,3,1,1,0,0,1,NA,3,NA,5,-0.961454940256665,-0.3549075078381,-0.277122892204009,-0.739825151671041
5,13.890411,1,42.5,160.6,16.477748,1216.683,54.5,2890,48,34,31.1,1,162,64,1,176,0,2,2,1,1,1,2,1,1,1,1,6,3,0,4,2,3,5,3,1,3,0,1,0,0,NA,2,1,1,0,0,1,1,2,NA,3,-0.443843392740214,-0.663933227379615,-0.592335594981021,-0.474392819726448
5,13,1,40.95,167.4,14.613122,1276.877,54,3950,49,NA,31.3,1,164,56,1,180,1,2,2,1,1,1,2,1,1,1,1,6,3,0,NA,NA,3,5,3.5,1,3,0,0,0,0,NA,5,0,2,0,1,1,1,2,NA,4,1.36029097070092,-1.27666350285381,0.381506115733246,-0.547948872870398
5,15.180822,1,73.65,176,23.776472,1335.059,57,3230,47,NA,20.4,1,163,82,1,174,1,1,1,1,1,0,2,1,0,0,1,4,2,0,3,2,2,5,4,1,4,0,0,0,0,NA,1,5,3,1,3,1,2,2,NA,4,0.420412073593378,1.50380982514451,0.322317863535493,0.434495736838701
5,13.416438,1,36.65,150.6,16.159355,1232.773,53.5,3750,51,NA,38.1,1,155,63,1,170,0,2,2,1,1,1,2,1,1,1,1,4,2,0,3,2,2,5,3,1,3,0,0,0,0,NA,5,0,0,0,0,1,1,2,NA,3,-1.34815344960579,-0.703149419107199,-0.272420687642508,-0.95800976364234
5,13.032877,2,47.6,159.7,18.663673,1165.632,55.4,3500,50,36,31.5,1,167,59,NA,NA,2,3,1,0,0,0,2,0,0,0,3,6,3,0,6,3,3,5,3,1,2,0,0,0,0,NA,3,0,1,0,NA,1,3,3,NA,4,0.142967818663014,0.0680043578113904,0.251439093719084,0.374355630877998
5,12.890411,2,36.3,148.4,16.483097,1134.096,53.7,NA,51,NA,34.4,1,167,NA,1,173,2,3,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,5,2,1,0,1,1,2,1,4,4,1,1,0,0,1,4,NA,1,4,-1.49250408473648,-0.742328781310252,-0.095741844284134,-0.63607886521042
5,12.468493,2,44.15,156,18.141847,1022.73,54.3,3150,50,NA,31.4,1,162,61,1,178,2,3,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,5,3,1,2,1,1,1,0,4,5,0,0,0,0,1,2,NA,2,5,0.0495438793520501,0.0409044615776703,-1.32707722968597,-0.0456049839451606
5,12.361644,1,47.6,159.3,18.757519,1243.691,53.8,3550,50,NA,23.4,1,164,61,1,190,2,1,2,1,1,1,2,1,1,1,1,5,3,0,6,3,3,5,3,1,3,0,0,0,0,4,4,0,0,0,0,0,3,NA,3,5,0.713562662471969,0.279206487567845,0.079941386394707,-0.557736810603181
5,15.482192,1,60,171,20.519134,1343.894,56.7,4000,51,NA,29.8,1,160,60,1,180,3,1,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,5,3,1,3,0,1,0,0,2,1,2,3,0,0,1,2,NA,4,6,-0.413183694835849,0.150839297195327,0.346755424409367,0.174448065764858
5,15.150685,2,58.2,165.2,21.325681,1312.482,57.9,3600,50,NA,28.2,1,163,60,1,187,1,3,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,5,3,1,3,0,0,1,0,4,5,0,3,0,0,1,1,NA,2,4,0.0401044695675352,0.566847510121848,1.93684864860793,1.5822290959061
5,14.939726,1,50.85,170.5,17.49211,1288.872,56.3,3150,48,36,20.3,1,165,61,1,184,2,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,4,1,3,0,0,0,0,3,3,0,0,0,4,0,3,NA,3,5,-0.190652668890232,-0.823081086292731,-0.152645333636874,0.0933978189291549
5,14.572603,2,47,160.5,18.245165,1091.718,53.1,3200,50,NA,32.4,1,163,52,1,175,2,3,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,5,4,1,2,0,0,0,0,4.5,5,0,1,0,0,1,1,NA,1,3,-0.549618174610496,-0.55368171526647,-0.917390862797081,-1.49109836997475
5,14.668493,2,54.7,165.3,20.018965,1118.328,56.3,3200,51,NA,24.8,1,169,88,1,183,1,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,4,1,3,0,0,0,0,4,5,0,0,1,0,1,1,NA,2,4,0.163049806243576,0.121844101839909,-0.576720593421839,0.53208894408473
5,15.249315,1,46.75,160.8,18.080462,1234.856,56.8,NA,NA,NA,22.4,1,158,NA,1,173,2,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,5,2,1,2,1,0,1,0,5,5,1,2,0,4,0,1,NA,3,4,-1.73358724490149,-0.734837514122471,-0.948011369682691,0.287550455531565
5,15.594521,1,59.5,172.3,20.042247,1326.224,54.8,3500,49,NA,33.1,1,164,70,1,176,0,2,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,5,4,1,4,0,0,0,0,3,2,1,3,0,4,1,1,NA,1,3,-0.270227202584316,-0.0515343521038901,0.108405242503995,-1.0292324768286
5,15.216438,1,60,174.5,19.704272,1354.812,58.1,3740,50,35,22.5,1,160,65,1,190,1,1,0,0,0,0,1,0,0,0,3,6,3,0,6,3,3,5,4,1,4,0,0,0,0,4,4,0,2,0,0,0,1,NA,2,3,0.192228852409895,-0.0920824608539948,0.555227492595492,1.11233857533423
6,14.071233,2,42,160.2,16.365311,1166.622,55.8,3450,49,36,27.9,1,162,62,1,171,0,1,1,0,1,0,2,0,0,0,1,4,2,0,4,2,2,5,3,1,3,0,0,0,0,4,5,0,0,1,2,1,1,NA,1,2,-0.400730194933691,-1.15976489844847,0.0639819002087706,0.280242567073639
6,12.358904,2,29.9,143,14.621742,1029.624,52.2,2900,49,NA,22.2,1,161,53,1,175,1,2,0,0,0,0,1,1,0,0,1,6,3,0,5,3,3,5,2,1,2,0,0,0,0,4,5,0,0,0,0,0,2,NA,2,3,-1.84052940444578,-1.29032462729216,-1.18163703416362,-1.31212471899088
6,11.783562,2,36.2,146.1,16.959308,1004.994,51.6,3800,47,NA,24.2,1,168,76,1,175,2,2,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,3,1,3,0,0,0,0,3,3,0,0,0,4,1,5,NA,3,5,-0.561592656931353,-0.121615509387016,-1.09474643674224,-1.26757211328382
6,12.975342,1,35.3,151.4,15.400079,1143.991,53,NA,NA,NA,20.2,1,170,62,NA,NA,1,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,3,1,3,0,0,0,0,3,3,0,0,0,2,0,1,NA,2,4,-0.84860165860354,-0.970701205599683,-1.26518383882849,-1.16920600067106
6,12.479452,1,42.3,149.9,18.825092,1221.352,53.9,3600,48,NA,28.4,NA,162,67,1,182,1,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,5,2,1,2,0,0,0,0,3,3,0,1,0,0,1,2,NA,2,4,-0.677496566068847,0.322506049287029,-0.209096709590637,-0.510043978552203
6,12.268493,1,77.9,170.4,26.828616,1412.42,57.9,3480,49,NA,22.7,1,175,80,1,NA,0,1,0,0,0,0,1,0,0,0,1,3,2,0,4,2,2,5,3,1,3,0,0,0,0,4,4,0,0,0,0,1,2,NA,1,2,2.32138355504048,3.40038781971864,2.18373113873799,2.02015765942357
6,12.682192,2,37.3,163.7,13.91911,988.236,51.6,3200,48,NA,25.3,1,171,56,1,179,0,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,5,NA,0,2,0,0,0,0,NA,3,0,0,0,3,1,NA,NA,NA,4,1.04098235622446,-1.67966703287739,-1.87054446685526,-1.86284480403117
6,12.484932,2,46.4,161.9,17.702079,1127.202,54.8,3530,52,NA,23.4,1,158,54,1,189,1,2,0,0,0,0,1,0,0,0,1,6,3,0,3,2,3,5,4,1,3,0,0,0,0,4,4,0,0,1,2,0,1,NA,2,3,0.94418836402941,-0.136677531955828,0.00213855725957481,0.261824965041931
6,14.583562,2,53.3,163.8,19.865496,1197.18,56.3,3650,51,NA,25.5,2,170,72,1,182,1,1,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,5,3,1,3,0,0,0,0,3,3,0,3,0,0,NA,2,NA,2,3,-0.0434134177418496,0.0764290189197471,0.432666748480586,0.532617058048388
6,15.20274,2,58.7,168.2,20.748472,1141.98,56.2,3620,51,NA,20,1,167,59,3,186,0,1,0,0,0,0,1,0,0.5,0.5,1,4,2,0,4,2,2,5,3,1,2,0,0,0,0,3,3,0,0,0,2,0,2,NA,1,4,0.495802546185383,0.335291077540247,-0.236923795384268,0.517760661581849
1,14.328767,2,60.75,168.4,21.422103,1119.306,56.7,NA,NA,NA,26,1,164,64,1,174,1,2,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,6,3,1,3,1,0,1,0,4,5,0,0,0,0,0,1,NA,2,4,0.756288345914109,0.737873401038205,-0.559393685815854,0.802676538052398
1,14.646575,2,67.2,168.8,23.584376,1220.832,56.6,3900,49,NA,29.2,1,164,70,1,180,1,1,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,6,3,1,2,1,0,1,0,4,4,0,0,1,0,0,2,NA,2,4,0.709856890257222,1.51630103052912,0.735437790866896,0.721770362811107
1,15.657534,2,64.15,164.4,23.735208,1063.14,54.2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,0,0,0,0,1,0,0,0,3,NA,NA,NA,NA,NA,NA,6,3,1,2,0,0,1,0,3,4,0,3,0,NA,0,2,NA,1,4,-0.112479830946547,1.45830482407037,-1.11045105106331,-0.578469291933281
1,14.49589,2,60.1,156.5,24.538374,1149.864,55.7,3700,49,36,21.6,1,163,73,1,186,2,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,6,3,1,3,0,0,0,0,3,4,0,1,1,1,1,1,NA,3,5,-1.14236311453971,1.91588796811921,-0.172472061622562,0.156058737759249
1,12.630137,2,38.65,152.4,16.641006,1091.718,54.2,2600,47,NA,21.5,1,159,65,1,184,1,1,2,1,1,1,2,1,1,1,1,4,2,0,3,2,2,6,5,1,3,0,0,1,0,4,3,0,0,0,1,0,1,NA,2,4,-0.658853041660938,-0.600948498713819,-0.521671855113752,-0.192367544670557
1,11.865753,2,44.75,159.9,17.50234,1135.086,55.2,3500,NA,NA,29.8,1,163,64,1,178,1,2,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,6,5,1,3,1,0,2,0,4,5,0,0,1,4,1,1,NA,2,4,1.44058746559755,0.0498612269110095,0.501908165866128,0.938607736392793
1,14.328767,2,45.45,156.6,18.533198,1071.024,52.8,4050,49,36,20,1,160,60,1,187,2,1,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,6,3,1,2,0,1,1,0,5,6,1,1,0,3,0,1,NA,3,5,-1.06602350918959,-0.389082880416951,-1.17748319903227,-1.6639993179545
1,14.980822,2,53.15,163.9,19.785424,1200.138,54.7,3830,49,NA,19.6,1,168,59,1,175,1,1,0,0,0,0,1,0,0,0,1,3,2,0,4,2,2,6,3,1,3,0,1,0,0,4,3.5,2,3,NA,4,1,NA,NA,2,4,-0.129480698036516,-0.0128845586896666,0.479863282627936,-0.465029673317098
1,12.761644,1,41.55,144.1,20.009815,1271.705,54.5,3220,48,NA,21.5,1,160,80,1,170,1,1,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,6,3,1,3,0,0,0,0,3,5,0,0,0,3,1,2,NA,2,4,-1.69507703957442,0.81290492950777,0.371263869457828,-0.184157207353574
1,14.873973,2,50.45,159.4,19.85567,1113.402,55.2,3580,48,NA,21.3,1,164,85,1,182,2,2,1,1,1,0,2,1,0,0,1,4,2,0,3,2,2,6,3,1,3,0,1,0,1,3,2,0,0,0,4,0,2,NA,3,5,-0.800978886100129,0.0281984562377119,-0.636048774155997,-0.156786222125227
1,14.186301,1,35.85,151.6,15.598784,1217.689,52.8,3200,53,NA,27.6,1,163,71,1,182,1,2,0,0,0,0,1,0,0,0,1,4,2,0,3,2,2,6,3,1,3,0,0,0,0,2,3,0,0,0,NA,1,2,NA,2,4,-2.05528142512003,-1.12555708844898,-0.691067026697166,-1.68578012979739
1,15.194521,1,53.45,170.1,18.47307,1328.307,56.9,NA,NA,NA,22.5,1,160,50,1,188,1,1,1,1,1,0,2,1,NA,0,2,3,2,0,3,2,2,6,3,1,3,0,0,0,0,2,1,0,0,1,0,0,2,NA,2,4,-0.409139101461482,-0.562126712881055,0.233350153664021,0.367265215964964
1,13.20274,1,90.15,172.1,30.43715,1427.001,60.3,4200,50,NA,30.7,1,164,70,1,180,1,2,2,1,1,1,2,1,1,1,1,6,3,0,NA,NA,3,6,4,1,4,0,0,0,0,3.5,3,0,0,1,0,0,2,NA,1,4,1.84180443351419,4.86277799060738,2.19647854848954,3.35376329436596
1,15.60274,2,54.25,168.9,19.016932,1134.096,54.5,3800,50,NA,25,1,168,95,1,175,3,2,1,1,1,0,2,1,NA,0,3,2,1,1,3,2,2,6,3,1,3,0,0,0,0,3,3,0,1,1,1,0,3,NA,4,6,0.581218681756406,-0.37884293681416,-0.222449117013273,-0.41472137437976
1,15.342466,1,58.6,178.4,18.412295,1445.103,57.9,3800,51,NA,21.9,1,163,75,1,172,2,2,2,1,1,1,2,1,1,1,1,3,2,0,2,1,2,6,3,1,3,0,0,0,0,4,4,0,1,0,4,0,3,NA,4,5,0.67446959441105,-0.635239041414821,1.63842725392379,0.952565333765949
1,13.290411,1,35.5,150.8,15.610818,1218.263,55.3,3250,49,36,22.4,1,156,50,1,184,3,1,2,1,1,1,2,1,1,1,1,6,3,0,4,2,3,6,2,1,1,1,1,2,0,3,2,1,1,0,3,0,3,NA,4,7,-1.20428179372232,-0.904473420813292,-0.422230903871551,0.19950498849521
1,12.49589,1,34.65,153.5,14.705726,1162.164,52.8,NA,NA,NA,NA,1,NA,NA,1,NA,0,2,1,0,1,0,2,0,0,0,1,6,3,0,3,2,3,6,3,1,4,0,0,0,0,3,3,0,0,0,0,1,1,NA,3,2,-0.187539141609089,-1.27581744035404,-0.947242477690065,-1.20192883244557
1,12.186301,1,43.3,150,19.244444,1315.306,56.4,4200,50,NA,24.4,1,160,53,1,185,0,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,6,NA,0,4,0,0,0,0,4,3,0,1,1,2,1,1,NA,1,3,-0.469339107894158,0.440011484465778,0.978153081753567,1.08447862546178
1,14.569863,1,47.7,158.4,19.011134,1232.773,53.3,NA,NA,NA,NA,1,NA,NA,1,NA,0,2,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,6,4,1,4,0,0,0,0,4,4,3,1,0,4,0,1,NA,1,4,-1.55084120267783,-0.0167413519991552,-0.679313461258135,-1.59368653014164
1,14.706849,1,60.4,172.6,20.274743,1255.615,55.8,NA,NA,NA,20.5,1,165,60,1,180,1,2,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,6,4,1,3,0,0,0,0,3,1,1,1,0,4,0,2,NA,2,5,0.295221368162311,0.392015531207955,-0.459331369949862,-0.102496564959946
1,16.476712,2,65.85,166.6,23.724976,1122.276,55.8,3880,52,NA,24.7,1,161,90,1,NA,4,3,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,6,3,1,2,0,0,0,0,3,3,0,0,0,4,0,2,NA,4,7,0.306842926567873,1.40135387117816,-0.0344922841068404,0.878783895587363
1,15.627397,1,55.1,174.8,18.033032,1229.684,55.3,3400,51,NA,20.8,1,164,55,1,179,1,1,1,1,1,0,2,1,1,1,1,4,2,0,3,2,2,6,4,1,3,0,0,0,0,3,2,2,0,1,4,0,1,NA,2,4,0.0680208434564409,-0.835777073840282,-1.0966631127833,-0.718444919358817
2,14.421918,2,39.8,155.6,16.438564,1218.852,56.7,3280,49,NA,30.6,1,162,66,1,172,3,3,2,1,1,1,2,1,1,1,1,6,3,0,2,1,3,6,3,1,2,0,0,0,0,5,5,1,1,0,0,0,2,NA,4,6,-1.25542038292235,-1.22818352665056,0.711984988416812,0.793310498301638
3,14.375342,1,45.6,160.3,17.745891,1193.841,53.7,3250,50,35,19,1,164,64,1,178,1,1,1,1,1,0,2,1,0,0,1,3,2,0,4,2,2,6,3,1,2,0,0,1,0,3,4,1,1,1,4,1,2,NA,2,4,-1.0728954310460601,-0.393634387512194,-1.0722592975809,-1.23078210845028
3,12.378082,2,40.45,155.3,16.771643,1209,55.8,3300,49,NA,29.1,1,175,64,1,172,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,2,2,6,4,1,2,0,0,0,0,4,4,0,0,1,4,1,1,NA,2,5,0.037482037628647,-0.459169977464206,1.10434122970613,0.953632815819859
3,12.810959,2,34,138.6,17.699152,1031.604,52.7,5280,48,NA,22.3,1,153,50,1,174,1,1,2,1,1,1,2,0,1,1,1,6,3,0,4,2,3,6,3,1,3,0,0,0,0,4,3,0,0,1,0,0,1,NA,2,3,-2.9423624269572,-0.244803958481568,-1.3735730611844,-1.23057540673832
3,13.923288,2,39.1,151.2,17.103035,985.278,51.5,3800,52,NA,22.3,1,164,74,1,160,2,1,1,1,1,0,2,1,0,0,1,4,2,0,4,2,2,6,3,1,2,0,0,0,0,3,3,0,1,1,4,0,3,NA,3,5,-1.7171166628579,-0.82158866403683,-2.24178069329117,-2.39946432785794
3,13.506849,2,42.6,162.2,16.192276,1180.422,55.7,3300,49,NA,23.7,1,168,60,1,196,0,1,2,1,1,1,2,1,1,1,1,3,2,0,6,3,3,6,4,1,3,0,0,0,0,5,5,0,1,0,3,0,1,NA,1,3,0.216784497268695,-1.03140346487858,0.315295873164346,0.38909799787023
