school_ID,age_yrs,sex,weigth,height,BMI,cran_vol,head_circumference,birth_weight,birth_heigth,birth_head_circumference,M_birth_age,mothers_nationality,mothers_height,mothers_weight,dads_nationality,dads_height,N_sibs,birth_order,cohab_3,2_providers_OK,Two_providers,cohabitance,n_providers,two_paretnal_figures,parents_together,two_parents,parents_alive,dads_education,Feduc_3,Feduc_1,mothers_edu,Meduc_3,Max_edu_3,family_income,personal_estimate_of_resources,Resources_reported,enough_food,lacking_meat,lacking_fruit,lacking_milk_meat,lacking_vegs,estimate_of_educational_success,grades,smoking,alcohol,Mo-smokes,dad_smokes,engages_in_sport,Oma_toas_inimesi,Laste_arv_peres...150,underage_children,people_in_dwelling,height_rzs,BMI_rzs,cran_vol_rzs,head_circ_rzs
1,16.471233,2,57.9,160.7,22.420578,1079.886,53.6,NA,NA,NA,NA,1,NA,108,1,NA,1,3,1,1,1,0,2,1,0,0,2,5,3,0,NA,NA,3,1,1,1,0,1,0,2,1,3,3,2,0,0,4,0,1,NA,NA,5,-0.604915403611117,0.892971102812897,-0.579205972913984,-0.515729119644615
1,12.32,2,37.85,152.8,16.21135,1028.646,51.7,3170,48,NA,19.3,1,162,55,1,182,0,1,0,0,0,0,1,0,0,0,1,2,1,1,3,2,2,1,2,1,2,1,0,2,0,3,3.5,0,0,1,3,1,1,NA,1,2,-0.282266513896813,-0.654831587936269,-1.17279045666099,-1.60522456967599
3,12.816438,1,31.9,139.1,16.486802,980.937,50.8,NA,47,NA,33.9,2,161,51,2,176,1,5,2,1,1,1,2,1,1,1,1,NA,NA,NA,3,2,2,1,1,1,0,1,0,1,0,4,3,0,0,1,2,0,4,NA,2,4,-2.43441685134123,-0.552443887778006,-3.2565796525771,-2.51420864942382
3,14.361644,2,55.35,164.6,20.429511,1186.326,56.2,3800,52,NA,21.3,1,168,90,1,185,0,1,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,1,3,1,3,0,0,0,0,4,5,0,0,0,2,0,1,NA,1,3,0.156852754831558,0.342617680218774,0.297340001742316,0.48269323879798
5,13.512329,2,47.8,162.3,18.146416,1209.99,56.2,4500,51,36,35.1,1,164,60,1,182,0,3,0,0,0,0,1,0,0,0,1,3,2,0,4,2,2,1,2,1,0,1,0,2,0,NA,4,0,0,0,0,0,1,3,NA,2,0.228940271321811,-0.27085920401706,0.69284800285678,0.703534097252345
6,12.452055,2,31.1,147.2,14.353069,995.13,51.9,4000,51,NA,38.9,2,167,73,1,180,4,5,2,1,1,1,2,1,1,1,1,4,2,0,6,3,3,1,3,1,1,1,0,2,0,3,2,0,0,0,0,0,1,NA,6,10,-1.29268116104706,-1.43098689198644,-1.67211355574064,-1.55464287604574
1,11.720548,1,37.3,155.8,15.366463,1117.486,52.4,3450,56,NA,24.4,1,164,50,1,185,0,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,4,2,2,2,3,1,2,0,0,0,0,3,2,1,1,0,2,0,1,NA,1,2,0.608205454852501,-1.13882078112828,-1.4923672836427,-1.4321008363379
1,13.424658,2,43.75,155.4,18.116572,1072.992,53.4,NA,50,NA,33.1,3,150,58,3,NA,2,3,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,1,2,0,0,0,0,3,3,2,1,1,4,0,1,NA,2,4,-0.783783782498025,-0.255396851372356,-1.04460042031291,-1.03850673565954
1,12.791781,1,40.4,156.7,16.452935,1212.517,54.5,NA,NA,NA,27.3,2,150,NA,1,182,1,3,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,2,3,1,2,0,1,0,0,2,3,0,0,1,0,0,NA,NA,1,3,0.0370893380330684,-0.567030861430638,-0.371060350050423,-0.190201553358602
1,17.175342,2,54.5,163.7,20.337574,1174.518,53.3,3200,49,NA,19.8,1,167,54,NA,NA,0,1,1,0,1,0,2,0,0,0,1,NA,NA,NA,3,2,2,2,3,1,2,0,0,0,0,4,4,0,0,1,NA,0,3,NA,1,4,-0.0821549154952363,0.0175113523090599,0.868513788414609,-0.328361180377232
1,13.156164,1,29.4,149.1,13.224889,1151.246,53.5,3780,52,NA,31.4,1,158,60,1,176,0,1,2,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,4,1,3,0,0,0,0,3,3,1,0,0,0,NA,1,NA,1,4,-1.32214990696632,-1.82182710691436,-1.22120294704255,-0.897311573928521
1,14.589041,2,51.35,161.5,19.687719,1169.58,55.3,NA,NA,NA,33.6,1,155,NA,1,180,0,3,0,0,0,0,1,0,0,0,1,1,1,1,NA,NA,1,2,3,1,2,0,0,0,0,3,3,0,0,0,3,0,1,NA,1,2,-0.400277152054838,0.00611733662723901,0.0793294843923912,-0.0999601170696068
1,14.832877,1,60.45,163.5,22.613136,1319.975,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,2,4,1,4,0,0,0,0,3,2,1,1,0,0,0,2,NA,NA,NA,-1.08247648158283,1.2263938066241,0.282714007285456,2.15074315337082
1,12.657534,2,40.35,152.4,17.372951,1057.224,53.3,NA,NA,NA,18.7,1,154,53,1,NA,0,2,1,0,1,0,2,0,0,0,1,2,1,1,4,2,2,2,2,1,2,1,0,1,0,4,3,2,2,0,0,0,3,NA,1,2,-0.682834380088649,-0.324375929924865,-0.975976504140655,-0.775311481103546
1,11.545205,2,38.95,150.9,17.105233,955.71,51.2,2270,49,NA,18.4,1,174,58,1,180,0,1,1,0,1,0,2,0,0,0,1,4,2,0,3,2,2,2,3,1,2,1,0,2,0,5,3,0,0,1,4,0,2,NA,1,2,0.570542827624963,0.0552799989147844,-1.51118472705663,-1.30155757576923
3,13.723288,1,38.4,161,14.814243,1204.256,56.4,4110,51,NA,NA,1,NA,NA,2,NA,0,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,2,3,1,1,0,0,0,0,4,3,0,0,0,0,0,1,NA,1,2,-0.203997509430296,-1.26869435623616,-0.69882831428878,0.777659208000958
3,12.435616,2,35.65,150.5,15.739341,999.078,51.7,2500,37,NA,36,1,162,85,1,175,4,4,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,0,1,0,1,0,3,3,0,0,1,2,0,2,NA,2,10,-0.765880409186521,-0.883992484285344,-1.6131404806765,-1.67205972774063
3,12.435616,2,39,153.6,16.530355,978.384,51.8,3400,35,NA,36,1,162,85,1,175,4,5,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,0,1,0,1,0,3,3,0,0,1,4,0,2,NA,2,10,-0.287137464201653,-0.575419445013035,-1.87805793203519,-1.60881162886866
3,12.69589,2,36.45,153.2,15.530306,1205.064,55.2,NA,NA,NA,NA,2,NA,NA,1,NA,0,2,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,2,3,1,3,0,0,0,0,3,3,0,0,0,4,0,1,NA,1,3,-0.592244349193951,-1.05550759104926,0.898911619405919,0.407270210524884
5,13.493151,2,55.2,167.3,19.721829,1189.284,56.2,NA,NA,NA,34.9,1,168,78,1,182,0,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,2,3,1,2,1,0,1,0,NA,4,0,0,0,3,1,1,1,NA,2,1.0125388087255,0.349788944859577,0.43116767516113,0.709804199002832
5,14.309589,1,65.9,171.3,22.45798,1210.434,54.5,4260,52,36,39.7,1,158,71,1,168,4,10,1,0,1,0,2,0,0,0,1,3,2,0,2,1,2,2,3,1,2,0,0,0,0,NA,3,1,1,0,2,1,2,10,NA,5,0.537817889151577,1.47412190545346,-0.835778458293056,-0.691092147303765
5,12.70137,2,35.3,150.9,15.502303,1058.214,52.3,3250,45,NA,26.1,3,176,65,1,176,1,2,0,0,0,0,1,0,0,0,1,4,2,0,4,2,2,2,2,1,0,0,0,1,0,3,3,0,0,0,4,1,2,NA,NA,3,-0.952105899440153,-1.06817470481707,-0.983535333948921,-1.42965828673106
5,15.241096,1,65.5,176.1,21.121394,1301.299,55.8,3450,49,NA,27.1,1,175,90,NA,NA,0,1,0,0,0,0,1,1,0,0,1,NA,NA,NA,2,1,2,2,2,1,2,0,1,0,0,3,4,0,1,0,4,0,4,NA,1,5,0.402364075877165,0.44954974067403,-0.118854383266421,-0.336782880218559
6,14.257534,2,51.6,167.1,18.47978,1116.36,53.8,3100,51,33,22.8,1,173,68,1,182,1,1,0,0,0,0,1,0,0,0,1,2,1,1,4,2,2,2,2,1,1,0,1,1,0,4,4,0,0,1,0,1,3,NA,2,3,0.583819590372726,-0.39119858284316,-0.593623089890733,-1.0216522875335
6,12.191781,1,38,154.8,15.857754,1335.059,55.2,3300,51,NA,24.8,1,172,68,1,NA,2,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,2,3,1,2,0,0,0,0,4,4,0,0,1,2,1,2,NA,3,4,0.19606702424344,-0.874903656443254,1.22373836290819,0.332146358495027
6,12.164384,2,47.5,159.1,18.765202,1142.97,53.9,3750,51,35,37.7,1,169,80,1,182,1,2,2,1,1,1,2,1,1,1,1,4,2,0,6,3,3,2,2,1,2,1,1,1,0,4,4,0,0,0,0,1,2,NA,2,4,0.88573648233872,0.40540268724236,0.383680259152549,-0.113509972150889
6,15.115068,2,49,165,17.998163,1167.612,55,2800,51,35,19.2,1,164,64,1,176,1,1,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,2,4,1,4,0,0,0,0,4,5,0,1,0,NA,0,1,NA,2,4,0.0150150493602607,-0.726798147914862,0.0770685395501545,-0.258266668944121
3,13.767123,2,64.25,166.7,23.120751,1095.666,53.6,3210,50,NA,20.3,1,170,64,1,186,1,1,1,1,1,0,2,1,0,0,1,3,2,0,3,2,2,2.5,2,1,2,1,0,2,0,3,3,1,1,0,1,0,2,NA,2,4,0.760888201075133,1.58143203350528,-0.809164382655204,-1.02334105985796
1,15.726027,2,57.5,162.6,21.748372,1170.57,55.6,2500,47,35,24.8,1,170,65,1,175,1,2,0,0,0,0,1,0,0,NA,0,6,3,0,NA,NA,3,3,2,1,1,1,1,1,0,3,3,1,2,NA,NA,1,2,NA,1,3,-0.387654198347137,0.679341365574287,0.290986238191109,0.340855379072826
1,15.328767,2,54.4,161.7,20.805534,1107.486,54.4,NA,NA,NA,20,1,NA,NA,1,NA,2,1,1,1,1,0,2,1,0,0,1,NA,NA,NA,NA,NA,NA,3,5,1,0,0,0,0,0,3,3,0,0,0,0,0,1,NA,2,5,-0.521773334027377,0.342941555483275,-0.650290623230892,-0.58659312039144
1,13.172603,2,64.55,164,23.999851,1141.98,55.9,3250,50,NA,28.7,1,170,90,1,185,2,3,0,0,0,0,1,0,0,0,1,3,2,0,6,3,3,3,3,1,0,0,1,0,0,3,3,0,0,0,3,0,2,NA,2,4,0.707050968033411,2.11079112170256,-0.0986682058549173,0.632830249741426
1,15.789041,1,66.25,177.5,21.027574,1394.247,57.7,4400,52,NA,28.9,1,165,80,1,186,2,1,0,0,0,0,1,0,0,NA,3,4,2,0,4,2,2,3,3,1,3,0,0,0,0,3,3,0,0,0,NA,0,1,NA,3,4,0.401114635698983,0.317703549897647,0.935460820957864,0.779762466298307
1,12.660274,2,34.05,139.7,17.447142,867.996,50.4,3650,47,34,24.3,1,157,58,1,182,2,2,0,0,0,0,1,0,0,0,1,2,1,1,2,1,1,3,2,1,0,1,1,2,1,3,3,0,0,1,3,0,2,NA,3,4,-2.64656363381194,-0.296341476166415,-3.39970411332478,-2.6109042374551
1,12.109589,2,45.1,150.2,19.991099,1120.308,54.6,3490,49,NA,20.3,1,165,68,1,167,2,1,0,0,0,0,1,0,0,0,1,4,2,0,3,2,2,3,3,1,3,0,0,0,0,4,3,0,0,0,0,1,2,NA,3,4,-0.414647250085325,0.907313472735693,0.129666770150153,0.367733207554546
1,12.350685,2,45.9,159,18.155927,1091.718,54.7,3400,59,NA,25.6,1,175,85,1,176,0,2,0,0,0,0,1,0,0,0,1,2,1,1,4,2,2,3,4,1,2,0,0,0,0,3,2,0,0,0,3,1,1,NA,2,2,0.639712203011111,0.0915806197695748,-0.382276705880146,0.273898950380302
1,12.60274,1,34.8,148.6,15.759471,1143.991,53.3,3750,52,36,25.6,1,165,80,1,175,3,3,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,3,4,1,3,0,0,0,0,3,3,1,1,1,4,0,1,NA,3,8,-0.94792214980656,-0.853361094165841,-1.18843194082122,-0.906200912604413
1,12.087671,1,40.3,146.8,18.700488,1258.201,54,4080,50,NA,27.4,1,165,72,1,170,1,2,0,0,0,0,1,0,0,0,1,4,2,0,4,2,2,3,3,1,1,1,1,2,0,4,3,0,1,0,3,0,2,NA,1,3,-0.8556776168279,0.211709400340044,0.268563567442371,-0.417521152947588
1,12.608219,2,41.75,158.2,16.681823,1108.476,53.2,3200,49,NA,27.7,1,164,52,2,NA,0,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,3,2,1,0,1,1,1,1,3,2,0,0,1,NA,NA,1,NA,1,2,0.256348844655297,-0.577755668036745,-0.296907616077864,-0.813836815167771
1,16.205479,2,52.85,165.8,19.225425,1084.812,54,2500,45,34.5,22.6,1,159,80,1,183,1,1.5,2,1,1,1,2,1,1,1,1,1,1,1,4,2,2,3,2,1,2,0,0,0,0,4,4,0,0,0,4,1,2,NA,1,4,0.151526887320166,-0.33267767704636,-0.618489582977792,-0.411762682788217
1,16.205479,2,51.7,166.2,18.716667,1082.844,53.6,2350,44,34,22.6,1,159,80,1,183,1,1.5,2,1,1,1,2,1,1,1,1,1,1,1,4,2,2,3,2,1,2,0,0,0,0,4,4,0,0,0,4,1,2,NA,1,4,0.213300170544017,-0.531143193856557,-0.643683240282994,-0.664755078276103
1,14.671233,1,52.5,165.4,19.190588,1300.293,56,4840,53,39,20.5,1,165,65,1,186,1,1,2,1,1,1,2,1,1,1,1,3,2,0,2,1,2,3,3,1,2,1,1,1,0,1,1,1,1,1,4,0,1,NA,1,4,-0.674877228785347,-0.00789903172470856,0.112977597613839,0.0421772472911606
1,13.547945,2,41.3,156,16.970743,1059.204,52.5,3200,48,34,26.4,1,157,55,NA,175,1,3,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,3,1,0,0,1,1,0,3,2,0,2,1,0,0,1,NA,2,3,-0.765189675391117,-0.741098780883015,-1.24355402559223,-1.64831040875334
1,13.468493,2,45.7,154.5,19.14517,1092.708,53.8,NA,NA,NA,21.1,2,162,62,1,169,1,1,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,3,3,1,2,0,0,0,0,4,3,0,0,0,4,1,2,NA,2,4,-0.949350467603887,0.132554998927579,-0.800641435376741,-0.800020379542705
1,13.465753,1,35.75,154.5,14.976802,1255.615,54,1900,39,NA,29.7,1,170,52,NA,NA,1,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,3,3,1,2,0,0,0,0,4,4,1,1,0,NA,0,2,NA,2,3,-0.851441383074992,-1.16778806787384,2.8302079301675e-4,-0.656268504149044
1,12.317808,1,41.5,150,18.444444,1189.172,54.1,3300,48,NA,23.9,1,168,66,1,186,1,2,0,0,0,0,1,0,0,0,1,4,2,0,3,2,2,3,3,1,0,1,0,1,0,3,2,1,0,0,4,0,2,NA,2,3,-0.55307544744601,0.150758400791256,-0.595347001784227,-0.365442013347372
1,14.115068,1,35.65,149.1,16.036303,1005.862,50.6,NA,NA,NA,NA,1,NA,NA,1,NA,0,1,0,0,0,0,1,0,0,0,3,3,2,0,NA,NA,2,3,2,1,0,1,0,2,1,3,3,0,0,NA,NA,1,1,NA,NA,2,-2.31507008649382,-0.92123681404887,-3.29599801722967,-3.02555113491531
1,12.008219,2,38.4,146.5,17.89188,1174.518,54.4,3240,52,NA,20.9,1,164,62,1,178,2,2,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,1,1,0,1,0,2,0,3,5,1,0,1,2,1,3,NA,3,4,-0.842656737190073,0.134109205379143,0.895488015697578,0.317035508185805
1,11.465753,2,35.7,144.5,17.097496,1090.728,54.7,NA,49,NA,27.3,1,160,80,1,180,1,1,1,1,1,0,2,1,0,0,1,4,2,0,3,2,2,3,3,1,3,0,0,1,0,3,1,0,0,0,0,0,2,NA,2,4,-0.283302019626671,0.0928932604674222,0.292678906704574,0.988802492802092
1,11.838356,1,32.85,142.3,16.222791,1073.382,51.2,3000,48,23,34,3,168,71,2,169,2,3,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,3,2,1,0,0,0,0,0,4,3,1,0,1,4,0,2,NA,1,4,-1.33897062777062,-0.791119610548773,-2.03593028195202,-2.17826853341103
1,11.605479,1,61.7,172.3,20.783305,1423.841,57.8,2500,47,37,34,1,180,72,1,190,0,1,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,3,1,0,1,1,1,0,3,3,1,1,1,0,0,1,NA,1,2,2.97182369543576,0.954090197346886,2.31261266808177,1.94622412469196
1,11.682192,2,30.35,144.3,14.575586,1022.73,52.7,NA,NA,NA,19.2,1,164,70,1,176,2,1,0,0,0,0,1,0,0,0,1,4,2,0,3,2,2,3,3,1,2,0,1,0,0,3,3,0,0,0,0,0,3,NA,3,4,-0.676014046205383,-1.00088284185206,-0.778984869190961,-0.4810159897157
2,14.252055,2,59.7,161,23.031519,1187.328,56,3300,53,NA,35.3,1,157,70,1,175,1,3,2,1,1,1,2,1,1,1,1,3,2,0,4,2,2,3,4,1,3,0,1,1,0,4,5,0,1,1,0,0,1,NA,1,4,-0.356028884339445,1.38591312010069,0.315195963483708,0.370649836146885
2,14.027397,1,58.8,174.9,19.221962,1285.209,55.9,3850,49,36,19.1,1,166,60,1,178,1,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,3,3,1,2,0,1,0,0,4,4,1,1,0,0,0,1,NA,2,4,1.38727063074259,0.354317062704444,0.212669740633667,0.341342196522872
2,14.260274,1,28.8,143.7,13.946941,1081.14,51.3,2465,51,NA,31,1,162,62,1,182,1,1,0,0,0,0,1,0,0,0,1,6,3,0,5,3,3,3,3,1,3,0,0,0,0,3,3,0,0,0,4,0,2,NA,2,3,-3.24767548062861,-1.80584522910908,-2.42175778360393,-2.66812085685212
2,14.016438,1,44,156,18.08021,1210.434,53.3,NA,NA,NA,24.7,1,160,53,2,178,0,1,0,0,0,0,1,0,0,0,3,3,2,0,4,2,2,3,3,1,0,0,0,0,0,4,4,NA,NA,1,4,1,1,NA,NA,2,-1.23283318083892,-0.0849351402115946,-0.713292571354547,-1.28287296306148
2,14.441096,1,47.1,169.3,16.432627,1255.112,56.1,3700,52,37,38.3,1,165,62,1,169,1,3,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,3,2,1,0,1,1,2,1,3,2,1,1,0,4,0,2,NA,2,4,0.105797379581973,-0.941969350040301,-0.340828633915473,0.235154502339048
3,13.016438,1,62.35,169.7,21.650741,1323.638,56.2,5300,55,NA,28.5,1,170,68,1,182,0,2,0,0,0,0,1,0,0,0,1,5,3,0,6,3,3,3,3,1,1,0,0,0,0,4,5,0,0,0,0,0,2,NA,1,2,1.66710978164561,1.45743985079146,0.958998855085671,0.827233955915391
3,13.312329,2,63.6,169.1,22.241798,1129.17,55,3500,41,NA,43.5,1,170,85,1,170,0,3,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,3,1,2,0,1,0,0,4,4,0,0,0,0,1,1,NA,1,2,1.40204977817811,1.38619934032981,-0.300864367729204,0.0117312850089419
3,12.756164,2,42.65,155.5,17.638362,1087.782,53,3275,49,NA,26.4,1,160,50,1,173,1,2,2,1,1,1,2,1,1,1,1,4,2,0,5,3,3,3,3,1,2,0,0,0,0,4,4,0,0,0,4,1,1,NA,2,4,-0.287561705412612,-0.251976103100832,-0.629948760625558,-1.01403671014804
3,13.545205,2,42.75,155.1,17.771027,1121.286,54.3,2600,45,NA,24.2,1,159,62,NA,NA,0,1,1,1,1,0,2,1,0,0,1,1,1,1,1,1,1,3,3,1,2,0,0,0,0,3,3,0,0,1,4,1,1,NA,1,3,-0.902576213758788,-0.428016611728593,-0.448349389515721,-0.50896065058567
4,12.876712,2,69.3,164.6,25.578412,1168.59,55.6,NA,NA,NA,23.8,1,NA,NA,NA,NA,3,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,3,3,1,0,0,1,0,0,2,NA,1,0,0,NA,0,2,NA,3,5,1.02016963584386,2.80967138792574,0.35162320749143,0.572106392778187
4,12.80274,2,38.2,150,16.977778,1012.878,52.1,NA,47,NA,29.6,1,158,70,1,165,1,2,2,1,1,1,2,1,1,1,1,2,1,1,4,2,2,3,3,1,2,1,0,2,0,4,4,0,0,0,3,1,2,NA,2,4,-1.17508145453808,-0.523737939006126,-1.6096296697281,-1.60603199263909
4,12.635616,1,43.65,154.2,18.357583,1147.583,52.7,2800,NA,NA,27.2,1,NA,NA,1,170,1,2,2,1,1,1,2,1,1,1,1,3,2,0,3,2,2,3,3,1,2,0,1,0,0,4,3,0,0,0,0,1,1,NA,2,4,-0.192133816516002,0.159649065556902,-1.14916230852881,-1.28818259169994
4,12.473973,2,38.6,154.7,16.128972,1165.644,54.7,3400,49,NA,29.2,1,158,55,1,NA,0,2,0,0,0,0,1,0,0,0,1,NA,NA,NA,3,2,2,3,3,1,1,1,1,2,0,3,2,0,0,0,3,0,1,NA,1,2,-0.156787052017643,-0.74634457204789,0.499698981294196,0.204421033246939
4,13.452055,2,42.75,160.7,16.554054,1078.908,54.3,3260,49,35,19.5,1,167,55,1,182,1,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,3,2,1,2,0,0,0,0,3,3,0,0,0,NA,0,2,NA,2,4,0.0180490993278898,-0.873197016330408,-0.974209326479431,-0.478364015655437
4,14.016438,1,47.15,160.3,18.349095,1162.164,52.6,NA,NA,NA,18,1,164,55,NA,NA,0,1,1,1,1,0,2,1,0,0,1,2,1,1,2,1,1,3,3,1,3,0,1,0,0,3,3,3,3,1,0,1,1,NA,1,2,-0.633701581368281,0.0195359612377325,-1.31366626347202,-1.72160497671426
5,12.60274,2,49.05,166.8,17.629781,1186.338,54.7,4500,50,NA,32.9,1,171,80,1,190,3,4,0,0,0,0,1,0,0,0,1,6,3,0,6,3,3,3,2,1,2,0,0,0,0,NA,3,1,0,0,4,0,2,4,NA,5,1.58941790841904,-0.206116434766975,0.702435726155178,0.137659482582831
5,13.364384,1,50.95,168.4,17.966357,1367.239,56.4,3600,48,NA,18.1,1,170,64,1,184,1,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,3,3,1,3,0,0,0,0,NA,5,1,0,0,0,0,1,2,NA,4,1.18034902633734,0.00404975488137022,1.4124107873841,0.871712089802829
5,13.106849,2,41.7,158.6,16.577907,1128.687,52.9,4200,NA,NA,24.4,1,168,70,1,190,1,2,1,1,1,0,2,1,0,0,1,3,2,0,4,2,2,3,2,1,2,0,0,0,0,NA,3,1,1,1,4,1,2,2,NA,4,-0.0807828898796869,-0.766270236359481,-0.247648506809588,-1.23814839012241
5,13.446575,1,41.2,147.4,18.962791,1245.487,54.6,2900,46,NA,19,1,160,65,1,180,1,1,2,1,1,1,2,1,1,1,1,4,2,0,4,2,2,3,4,1,3,0,0,0,0,NA,3,1,1,1,4,1,2,2,NA,4,-1.82246888400871,0.382963107757558,-0.121288104258585,-0.275661221852719
5,14.69589,1,56.65,176.1,18.267588,1351.6875,58,4100,51,NA,20.6,1,171,56,1,186,2,1,0,0,0,0,1,0,0,0,1,4,2,0,2,1,2,3,3,1,2,0,0,0,0,NA,3,1,1,1,NA,0,2,3,NA,4,0.792921740349163,-0.381316904271148,0.740682496921847,1.28225975592922
5,13.887671,2,58.5,172,19.774202,1248.432,56,3500,49,35,21.5,1,166,72,1,184,1,1,2,1,1,1,2,1,1,1,1,5,3,0,4,2,3,3,3,1,3,0,0,0,0,NA,4,0,0,1,3,0,2,2,NA,4,1.51384937069881,0.23296580344871,1.13125201138339,0.457275770806712
5,12.761644,2,40.95,149.4,18.346478,1132.623,53.4,3350,48,NA,NA,1,158,65,1,182,1,1,2,1,1,1,2,1,1,1,1,3,2,0,5,3,3,3,3,1,3,0,0,0,0,4,5,0,0,0,0,0,2,NA,2,4,-1.23406632313433,0.0226052228486417,-0.0583428477395754,-0.763701316359116
5,16.50411,2,53.05,169.3,18.508511,1089.75,54,3640,50,NA,22.3,1,176,64,1,182,0,1,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,2,1,1,1,0,1,0,2,2,1,3,1,4,0,2,NA,1,3,0.726765492339223,-0.635882953897837,-0.440728080428795,-0.244501887658332
5,16.320548,1,59.9,178.8,18.736643,1289.878,54.6,4200,51,NA,19.5,1,164,65,1,178,3,1,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,3,2,1,2,0,1,0,0,2,2,0,2,0,3,1,2,NA,4,6,0.507173128220109,-0.55458724583958,-0.357032422034012,-1.12929005713843
5,15.243836,1,66,179.3,20.529736,1318.969,56.7,3780,51,NA,30.3,1,163,57,1,174,1,1,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,3,3,1,3,0,1,0,0,3,NA,1,1,0,0,1,1,NA,2,4,0.846855555900721,0.218716470456049,0.100012267828206,0.2264972309919
5,15.906849,1,66.9,180.3,20.579493,1224.441,54.8,NA,NA,NA,19.2,1,171,70,1,186,4,1,0,0,0,0,1,0,0,0,1,2,1,1,3,2,2,3,1,1,2,1,1,2,1,3,1,3,3,0,3,1,2,NA,5,6,0.766183803823718,0.142606093823003,-1.18128628317378,-1.03628078007903
6,12.419178,2,55,159.1,21.728129,1179.432,57,NA,NA,NA,NA,3,167,61,1,183,1,2,1,1,1,0,2,1,0,0,1,4,2,0,5,3,3,3,3,1,2,0,0,0,0,3,4,0,1,0,4,1,1,NA,1,3,0.57959471791752,1.45846249367445,0.704163042178903,1.68922320618584
6,12.473973,2,56,163.6,20.922878,1256.304,56,2900,49,NA,34.6,1,167,60,1,184,2,4,2,1,1,1,2,1,1,1,1,6,3,0,6,3,3,3,2,1,0,1,1,2,1,5,6,0,0,0,1,0,3,NA,3,5,1.21766849971311,1.12374893376333,1.6602970358114,1.02664631858257
6,12.6,2,88.9,167.3,31.762149,1279.968,57.5,3500,51,NA,33.7,1,160,100,1,180,1,1,2,1,1,1,2,1,1,1,1,6,3,0,4,2,3,3,2,1,0,1,0,2,0,5,6,0,0,0,3,NA,2,NA,2,4,1.6690688165204,5.30780027497473,1.90232337894437,1.90996996722282
6,14.564384,2,46.6,158.3,18.596195,1080.876,53.8,3450,50,NA,19,1,165,55,1,NA,1,1,1,1,1,0,2,1,0,0,3,4,2,0,3,2,2,3,2,1,3,0,0,0,0,3,4,1,1,1,NA,1,NA,NA,2,4,-0.886793076046949,-0.415254365601427,-1.05615717202592,-1.04816998976686
6,15.120548,2,47.9,162.3,18.184379,1182.39,55.9,4300,NA,NA,23.9,1,160,56,1,186,1,2,2,1,1,1,2,1,1,1,1,4,2,0,3,2,2,3,3,1,2,0,0,0,0,4,5,0,0,0,0,1,4,NA,2,5,-0.402862678666679,-0.654825625346695,0.266994113126276,0.311868784022405
6,14.821918,2,55.6,166.1,20.152806000000002,1124.244,55.3,3000,47,34,18.3,1,160,56,1,NA,1,1,0,0,0,0,1,0,0,0,1,3,2,0,3,2,2,3,3,1,3,0,0,0,0,4,4,0,1,1,4,0,2,NA,2,3,0.246147692737067,0.151142900733439,-0.498869265634401,-0.0962874251569489
6,12.369863,2,39.3,162.2,14.937945,1106.508,54.2,3000,48,NA,27.1,1,165,68,1,192,0,2,0,0,0,0,1,0,0,0,3,4,2,0,3,2,2,3.5,3,1,2,1,0,1,0,3,3,0,0,1,NA,0,1,NA,1,2,1.1122123467957,-1.17128796323928,-0.203330398868294,-0.0535840728429872
